account_id,loan_amount,outstanding_amount,days_past_due,customer_location,income_band,payment_history,contact_attempts,last_channel,last_outcome,assigned_channel,recovery_amount
SFL105419,699777,649647,26,Tier 2,Medium,Poor,3,Legal,No Response,Legal,0
SFL105420,56654,41529,103,Tier 3,Medium,Good,5,Call,Paid,Call,0
SFL105421,96534,33456,171,Tier 1,Low,Average,10,Call,Refused,Call,0
SFL105422,24774,13189,67,Tier 2,Medium,Average,12,Call,Paid,Call,11029
SFL105423,1153540,640068,641,Tier 2,High,Average,16,Call,No Response,Legal,0
SFL105424,175165,148597,143,Tier 3,High,Average,7,Field,Promised,Field,0
SFL105425,67586,39788,212,Tier 2,Low,Poor,7,Field,Refused,Call,0
SFL105426,328956,286990,41,Tier 2,Low,Average,5,Call,Refused,Call,0
SFL105427,49502,47614,123,Tier 1,Low,Average,2,Field,Refused,Call,0
SFL105428,162086,118205,21,Tier 3,Medium,Poor,1,Field,No Response,Call,0
SFL105429,299198,244792,51,Tier 2,Medium,Poor,5,Call,Promised,Field,0
SFL105430,146234,130877,57,Tier 3,Low,Poor,17,Legal,Promised,Field,0
SFL105431,57982,34668,59,Tier 2,Low,Average,3,Call,No Response,Field,0
SFL105432,15122,7259,247,Tier 1,Medium,Poor,1,Call,Refused,Call,0
SFL105433,62045,44910,179,Tier 2,Low,Average,5,Call,Promised,Call,13168
SFL105434,1028719,703626,83,Tier 1,Low,Average,8,Call,Paid,Call,0
SFL105435,29896,26263,119,Tier 1,High,Average,8,Call,No Response,Call,10862
SFL105436,54602,21298,46,Tier 3,Low,Poor,8,Field,Refused,Call,6981
SFL105437,1139365,634976,179,Tier 2,Low,Average,10,Field,No Response,Field,0
SFL105438,73489,30135,90,Tier 2,Medium,Average,9,Legal,Promised,Call,0
SFL105439,549975,174797,278,Tier 3,High,Poor,2,Field,Refused,Call,0
SFL105440,932422,751044,353,Tier 3,Low,Good,5,Call,Promised,Call,407947
SFL105441,168363,144024,673,Tier 2,Low,Poor,13,Call,Refused,Legal,0
SFL105442,240976,118243,111,Tier 1,Low,Good,13,Call,Paid,Call,0
SFL105443,24843,10640,340,Tier 3,Low,Average,4,Call,Paid,Call,2656
SFL105444,312433,117094,231,Tier 3,Medium,Good,2,Legal,No Response,Field,0
SFL105445,46550,43476,77,Tier 2,Medium,Poor,3,Call,Promised,Call,0
SFL105446,180785,141139,62,Tier 1,Low,Average,5,Call,Promised,Call,33860
SFL105447,285283,195950,145,Tier 1,Medium,Average,2,Call,Refused,Call,114604
SFL105448,82559,27417,16,Tier 3,Low,Poor,14,Call,Paid,Field,12074
SFL105449,1105497,754621,167,Tier 3,Low,Average,5,Legal,Refused,Field,0
SFL105450,193063,71267,59,Tier 2,Low,Good,11,Legal,Promised,Field,57776
SFL105451,312095,192100,148,Tier 2,Low,Good,18,Call,Refused,Call,58511
SFL105452,73834,66776,128,Tier 1,Low,Poor,3,Field,Promised,Legal,0
SFL105453,443067,240747,50,Tier 3,Medium,Average,9,Field,Promised,Field,0
SFL105454,307293,130232,316,Tier 1,High,Poor,6,Call,Promised,Call,0
SFL105455,38590,28553,80,Tier 2,Low,Average,1,Call,Promised,Field,22730
SFL105456,108033,44701,785,Tier 3,High,Good,7,Call,No Response,Field,0
SFL105457,50105,28531,4,Tier 1,Low,Average,6,Call,Promised,Call,0
SFL105458,248981,97337,172,Tier 1,Medium,Good,2,Call,Refused,Legal,0
SFL105459,38394,29812,7,Tier 1,Medium,Average,5,Call,No Response,Call,26506
SFL105460,280419,119708,155,Tier 3,Low,Good,3,Field,No Response,Field,0
SFL105461,585925,313634,232,Tier 3,Medium,Good,2,Call,No Response,Call,211701
SFL105462,244858,175804,271,Tier 2,Medium,Good,11,Field,Refused,Field,0
SFL105463,24061,16620,30,Tier 1,Medium,Good,17,Field,Paid,Call,8783
SFL105464,197546,94533,60,Tier 1,High,Good,1,Call,Paid,Call,67839
SFL105465,66500,21307,77,Tier 2,Low,Average,3,Call,No Response,Call,0
SFL105466,31334,21574,2,Tier 3,Low,Average,14,Call,No Response,Field,0
SFL105467,62221,32882,181,Tier 2,Low,Poor,2,Call,No Response,Call,0
SFL105468,1011675,594141,203,Tier 3,Medium,Average,4,Call,Paid,Field,0
SFL105469,807094,731040,317,Tier 1,Medium,Poor,6,Call,No Response,Legal,0
SFL105470,39669,18273,46,Tier 1,Low,Poor,8,Call,No Response,Field,0
SFL105471,13666,11671,475,Tier 2,Low,Poor,20,Call,No Response,Legal,0
SFL105472,1120764,614369,217,Tier 1,Medium,Average,7,Call,No Response,Call,159665
SFL105473,1092399,533871,22,Tier 2,Low,Average,6,Call,Refused,Legal,0
SFL105474,49353,34269,14,Tier 3,Low,Good,2,Legal,No Response,Call,28217
SFL105475,262039,149955,247,Tier 2,Medium,Average,6,Field,No Response,Call,0
SFL105476,68589,61921,771,Tier 3,Medium,Average,10,Legal,Promised,Legal,0
SFL105477,104784,81740,153,Tier 3,Medium,Average,9,Field,No Response,Field,0
SFL105478,23631,19432,755,Tier 1,Low,Poor,5,Call,No Response,Legal,0
SFL105479,193945,88656,144,Tier 3,Low,Good,1,Field,Promised,Legal,0
SFL105480,17545,9058,121,Tier 2,High,Average,8,Call,Paid,Field,6076
SFL105481,42035,34065,165,Tier 1,Medium,Poor,8,Call,No Response,Field,0
SFL105482,461566,441366,43,Tier 1,Low,Average,6,Call,No Response,Call,0
SFL105483,277897,137248,177,Tier 2,Medium,Good,6,Call,Promised,Legal,0
SFL105484,1142953,372214,41,Tier 1,High,Average,9,Legal,Paid,Call,83522
SFL105485,56988,48940,102,Tier 3,Low,Average,10,Call,Refused,Field,0
SFL105486,69616,37390,9,Tier 1,Medium,Good,6,Call,Paid,Legal,0
SFL105487,60874,38295,344,Tier 1,Medium,Poor,5,Legal,Promised,Field,0
SFL105488,169176,107896,635,Tier 1,Medium,Average,5,Legal,Promised,Legal,0
SFL105489,17598,14428,732,Tier 3,High,Poor,5,Call,Refused,Field,0
SFL105490,545396,321563,354,Tier 2,High,Average,4,Call,Paid,Field,0
SFL105491,63018,24189,268,Tier 3,High,Average,7,Field,Promised,Call,0
SFL105492,242184,74979,3,Tier 1,Medium,Good,17,Call,Promised,Call,42960
SFL105493,40871,24869,610,Tier 2,Low,Good,15,Call,Promised,Call,0
SFL105494,54249,35517,597,Tier 1,Low,Good,1,Call,Paid,Call,0
SFL105495,55191,45987,197,Tier 2,Low,Poor,12,Legal,Paid,Field,0
SFL105496,36649,21291,475,Tier 3,Medium,Average,5,Field,No Response,Field,0
SFL105497,150177,64313,149,Tier 1,High,Poor,6,Legal,Refused,Call,0
SFL105498,11081,6516,308,Tier 2,High,Poor,7,Call,Refused,Legal,0
SFL105499,45985,14980,187,Tier 1,Medium,Average,9,Legal,Refused,Call,0
SFL105500,18152,8242,118,Tier 2,High,Average,8,Call,Promised,Field,5717
SFL105501,270764,119517,76,Tier 2,Low,Average,10,Call,Promised,Legal,0
SFL105502,213585,95245,72,Tier 3,Low,Poor,6,Call,Refused,Legal,0
SFL105503,617069,296228,171,Tier 2,Low,Average,16,Field,No Response,Call,0
SFL105504,168129,79394,550,Tier 1,Low,Average,1,Call,Promised,Call,25507
SFL105505,18559,6089,24,Tier 3,Medium,Average,3,Call,Paid,Legal,0
SFL105506,37797,13884,139,Tier 1,Medium,Poor,7,Legal,No Response,Call,0
SFL105507,99781,73073,99,Tier 2,Low,Average,6,Legal,Promised,Call,0
SFL105508,11045,10000,257,Tier 2,Medium,Poor,4,Call,Refused,Call,0
SFL105509,44252,18746,99,Tier 3,Medium,Average,8,Call,No Response,Call,0
SFL105510,669207,529700,334,Tier 2,Low,Average,1,Field,No Response,Field,0
SFL105511,134359,41247,169,Tier 1,Low,Average,10,Call,Promised,Legal,0
SFL105512,886807,853494,16,Tier 1,Medium,Average,3,Call,No Response,Field,715904
SFL105513,143689,54713,188,Tier 1,High,Average,4,Call,Refused,Call,29527
SFL105514,333065,162514,66,Tier 2,Low,Average,1,Call,Promised,Field,65930
SFL105515,189131,58724,816,Tier 1,Medium,Good,4,Legal,No Response,Legal,0
SFL105516,91034,55279,81,Tier 3,High,Average,9,Legal,Paid,Field,30304
SFL105517,706122,508978,100,Tier 1,High,Poor,19,Call,No Response,Legal,0
SFL105518,998968,923926,158,Tier 3,Medium,Average,4,Field,Promised,Field,206385
SFL105519,52457,26488,439,Tier 2,Medium,Average,17,Call,Paid,Legal,12810
SFL105520,109941,70455,82,Tier 1,Medium,Average,4,Call,Refused,Call,0
SFL105521,39247,17170,212,Tier 2,Low,Average,8,Legal,Paid,Field,14692
SFL105522,131820,116796,312,Tier 2,High,Average,5,Field,No Response,Legal,0
SFL105523,106945,42339,51,Tier 1,Medium,Poor,6,Call,Promised,Call,21687
SFL105524,25290,17414,30,Tier 3,Low,Average,5,Legal,Promised,Call,0
SFL105525,56048,44680,241,Tier 1,Medium,Good,5,Legal,Paid,Field,36909
SFL105526,227743,135010,130,Tier 3,Low,Good,6,Field,No Response,Field,86823
SFL105527,32549,20406,143,Tier 3,Low,Average,4,Call,No Response,Call,0
SFL105528,25962,9652,107,Tier 1,Low,Poor,4,Field,Promised,Call,0
SFL105529,59485,53062,64,Tier 3,High,Average,5,Call,Promised,Field,0
SFL105530,45865,19043,149,Tier 1,Medium,Poor,1,Call,No Response,Field,0
SFL105531,72493,34729,25,Tier 2,Low,Good,4,Call,Paid,Field,31810
SFL105532,75465,28873,129,Tier 3,Low,Poor,10,Legal,Refused,Field,0
SFL105533,73130,23183,308,Tier 2,Medium,Poor,4,Field,Refused,Legal,0
SFL105534,67348,50345,865,Tier 2,High,Average,7,Field,Promised,Legal,0
SFL105535,341522,244568,380,Tier 1,Medium,Good,6,Call,Promised,Legal,194936
SFL105536,236882,112435,247,Tier 2,Low,Average,3,Call,Refused,Field,30761
SFL105537,29505,16324,100,Tier 3,High,Average,17,Field,No Response,Field,0
SFL105538,41296,24774,102,Tier 2,Low,Average,8,Call,Paid,Field,18655
SFL105539,322385,261380,350,Tier 1,High,Average,6,Call,Promised,Call,0
SFL105540,27158,20949,102,Tier 1,Low,Poor,2,Call,Promised,Call,10140
SFL105541,277628,174212,46,Tier 2,Medium,Poor,4,Legal,No Response,Call,0
SFL105542,69982,23752,152,Tier 2,Low,Average,9,Legal,Refused,Legal,0
SFL105543,34695,20182,244,Tier 3,Medium,Average,8,Call,Paid,Field,11179
SFL105544,210596,189845,155,Tier 1,Medium,Average,6,Call,Paid,Call,111397
SFL105545,71386,66418,29,Tier 2,High,Poor,10,Field,Paid,Call,0
SFL105546,67663,44153,349,Tier 2,Low,Poor,12,Field,Refused,Call,0
SFL105547,461983,408099,2,Tier 3,Medium,Average,2,Field,No Response,Call,0
SFL105548,290986,101358,427,Tier 3,Low,Average,2,Call,Promised,Legal,61777
SFL105549,713192,341231,164,Tier 1,Medium,Average,3,Call,No Response,Legal,302078
SFL105550,40517,21173,320,Tier 1,Low,Poor,7,Field,No Response,Legal,0
SFL105551,848342,514009,856,Tier 1,Medium,Average,6,Legal,Refused,Call,0
SFL105552,15570,7317,121,Tier 1,Medium,Average,9,Call,No Response,Call,0
SFL105553,57304,35483,374,Tier 2,Medium,Poor,6,Legal,No Response,Legal,0
SFL105554,60067,35112,174,Tier 3,Medium,Poor,16,Legal,No Response,Field,0
SFL105555,236666,132277,411,Tier 1,Low,Poor,9,Field,No Response,Call,0
SFL105556,53489,39440,827,Tier 2,Medium,Good,10,Call,Refused,Field,0
SFL105557,78693,47084,6,Tier 3,Medium,Poor,4,Call,Promised,Call,18319
SFL105558,15496,8832,18,Tier 1,Medium,Poor,10,Legal,No Response,Field,0
SFL105559,330857,143801,122,Tier 1,Medium,Poor,4,Call,No Response,Field,0
SFL105560,67806,25951,866,Tier 3,High,Average,3,Legal,Promised,Legal,0
SFL105561,238080,97224,278,Tier 2,Medium,Average,2,Legal,Promised,Call,86426
SFL105562,828994,262756,111,Tier 1,Low,Average,2,Call,Promised,Legal,0
SFL105563,622950,439300,101,Tier 3,Medium,Average,1,Call,No Response,Call,0
SFL105564,291144,273150,161,Tier 3,Low,Good,6,Call,No Response,Field,186532
SFL105565,143687,50631,673,Tier 1,Low,Good,10,Field,Promised,Call,0
SFL105566,673937,236294,92,Tier 2,Medium,Good,1,Field,Paid,Field,201366
SFL105567,127708,73124,14,Tier 3,Low,Poor,3,Field,Refused,Field,0
SFL105568,26299,10855,421,Tier 2,Low,Poor,12,Call,Refused,Call,0
SFL105569,38087,16781,116,Tier 3,High,Poor,5,Call,Refused,Field,0
SFL105570,21883,20433,225,Tier 2,Low,Average,6,Call,Promised,Field,15985
SFL105571,19863,11398,98,Tier 1,Low,Poor,10,Field,Promised,Field,0
SFL105572,13221,8581,334,Tier 2,Medium,Poor,4,Call,Refused,Call,0
SFL105573,18174,13057,662,Tier 3,Low,Good,14,Call,Promised,Call,0
SFL105574,317047,251626,838,Tier 2,High,Poor,15,Call,Paid,Field,0
SFL105575,192493,150676,101,Tier 1,High,Average,19,Call,No Response,Call,0
SFL105576,219908,183001,37,Tier 2,Low,Good,10,Field,Paid,Field,169475
SFL105577,57632,36479,264,Tier 2,Low,Poor,4,Legal,No Response,Call,0
SFL105578,856998,779802,169,Tier 2,Low,Good,18,Call,No Response,Field,0
SFL105579,195011,176352,261,Tier 3,Medium,Average,2,Field,Promised,Field,71695
SFL105580,228445,103495,79,Tier 2,Low,Poor,4,Call,Refused,Call,0
SFL105581,56191,48674,788,Tier 3,Low,Average,9,Call,No Response,Field,0
SFL105582,63071,49912,116,Tier 3,Low,Poor,7,Field,Refused,Call,0
SFL105583,49184,15198,183,Tier 3,Medium,Poor,9,Field,Refused,Legal,0
SFL105584,63447,32362,348,Tier 1,Medium,Poor,7,Call,No Response,Call,0
SFL105585,728043,620157,102,Tier 1,Low,Poor,10,Call,No Response,Call,0
SFL105586,658408,395729,83,Tier 1,Low,Good,6,Call,Paid,Call,308292
SFL105587,841810,735631,82,Tier 3,High,Average,5,Field,Refused,Call,0
SFL105588,225313,208531,135,Tier 2,Medium,Average,11,Field,No Response,Field,0
SFL105589,105124,53435,72,Tier 3,Medium,Average,3,Call,Promised,Call,13039
SFL105590,159439,99637,222,Tier 3,High,Poor,8,Call,No Response,Field,0
SFL105591,60577,24215,143,Tier 3,Low,Average,8,Legal,Promised,Field,0
SFL105592,29952,13432,175,Tier 2,High,Good,9,Field,No Response,Field,0
SFL105593,175593,83257,894,Tier 3,Low,Poor,1,Call,No Response,Legal,0
SFL105594,977513,677544,36,Tier 2,Medium,Good,2,Field,No Response,Field,316224
SFL105595,64576,54359,93,Tier 3,Low,Average,5,Call,Paid,Call,0
SFL105596,1025798,419772,300,Tier 2,High,Good,17,Legal,Promised,Field,251247
SFL105597,187089,157613,125,Tier 3,Low,Good,4,Field,Paid,Call,110778
SFL105598,273343,135875,351,Tier 2,Medium,Average,1,Call,Refused,Field,78937
SFL105599,50880,19088,111,Tier 1,Low,Good,4,Field,Refused,Call,0
SFL105600,256371,160044,129,Tier 2,Medium,Poor,9,Legal,No Response,Call,0
SFL105601,286302,112296,30,Tier 2,Low,Poor,4,Call,No Response,Call,0
SFL105602,869794,342588,326,Tier 3,High,Average,4,Field,Promised,Call,0
SFL105603,66470,20679,315,Tier 1,High,Average,3,Call,Paid,Call,8687
SFL105604,28374,10126,112,Tier 3,Low,Good,4,Call,Promised,Field,9173
SFL105605,35759,25028,108,Tier 1,Medium,Average,2,Call,Refused,Call,0
SFL105606,74049,45715,184,Tier 3,High,Poor,6,Call,No Response,Call,11180
SFL105607,57992,44693,325,Tier 3,Medium,Poor,12,Call,Refused,Call,0
SFL105608,128799,113596,122,Tier 1,Low,Poor,19,Call,Promised,Call,0
SFL105609,52110,45298,74,Tier 2,High,Average,7,Call,No Response,Call,0
SFL105610,19064,11221,364,Tier 1,Low,Poor,8,Call,No Response,Call,4962
SFL105611,97139,48469,102,Tier 1,Low,Average,10,Call,No Response,Legal,0
SFL105612,1127599,440114,98,Tier 2,Medium,Poor,8,Field,Refused,Call,237058
SFL105613,174752,145049,27,Tier 2,Low,Poor,1,Legal,No Response,Field,0
SFL105614,56641,36572,90,Tier 1,Low,Average,10,Field,No Response,Field,17457
SFL105615,21184,12851,456,Tier 1,High,Poor,5,Field,No Response,Field,0
SFL105616,48720,27062,149,Tier 1,Medium,Average,5,Call,No Response,Field,0
SFL105617,477221,230559,707,Tier 3,High,Poor,5,Legal,Refused,Field,0
SFL105618,1132642,802640,119,Tier 2,Low,Average,9,Call,Promised,Legal,0
SFL105619,12264,4113,128,Tier 3,Medium,Poor,4,Call,No Response,Call,0
SFL105620,12957,4801,108,Tier 3,Medium,Poor,4,Call,No Response,Call,0
SFL105621,49670,24702,165,Tier 1,High,Average,10,Call,Refused,Call,3335
SFL105622,220706,118236,57,Tier 3,Low,Average,9,Legal,Promised,Field,26436
SFL105623,47808,35798,122,Tier 1,Low,Poor,13,Call,Paid,Field,0
SFL105624,70053,25698,66,Tier 3,High,Poor,1,Call,No Response,Call,0
SFL105625,107505,65037,29,Tier 1,Low,Poor,1,Call,No Response,Call,0
SFL105626,284396,231418,143,Tier 1,Low,Poor,16,Field,Refused,Legal,0
SFL105627,16115,14829,149,Tier 2,Low,Average,6,Field,Paid,Call,0
SFL105628,775083,649069,5,Tier 2,High,Poor,13,Call,No Response,Field,110049
SFL105629,331374,182128,24,Tier 2,Low,Average,6,Legal,Paid,Call,0
SFL105630,12087,10626,34,Tier 1,Low,Poor,9,Call,Refused,Call,0
SFL105631,779217,363471,8,Tier 1,Medium,Average,4,Field,No Response,Call,230421
SFL105632,14445,5151,276,Tier 3,Low,Average,4,Call,Promised,Field,0
SFL105633,64120,37738,295,Tier 3,Medium,Average,5,Call,Refused,Field,0
SFL105634,12054,10475,24,Tier 1,High,Average,2,Field,Refused,Call,0
SFL105635,144825,70785,101,Tier 3,Low,Average,20,Field,No Response,Field,0
SFL105636,574894,352410,293,Tier 2,Medium,Poor,4,Field,Promised,Call,0
SFL105637,17826,9379,285,Tier 1,Low,Poor,4,Call,No Response,Call,0
SFL105638,28029,10345,61,Tier 3,Medium,Good,3,Field,No Response,Field,0
SFL105639,24013,16601,117,Tier 1,Low,Average,18,Field,Paid,Field,0
SFL105640,46898,44061,184,Tier 2,Low,Poor,5,Call,Promised,Call,6156
SFL105641,800443,568951,323,Tier 3,High,Poor,16,Call,No Response,Call,0
SFL105642,29648,23875,62,Tier 3,Low,Poor,5,Field,No Response,Legal,0
SFL105643,197615,176305,97,Tier 3,Low,Poor,1,Call,Promised,Field,0
SFL105644,587131,215837,61,Tier 2,Medium,Good,8,Call,Paid,Call,186267
SFL105645,35213,14796,298,Tier 2,Low,Good,5,Call,Paid,Legal,11028
SFL105646,1132672,904077,318,Tier 3,Medium,Poor,15,Legal,Promised,Field,0
SFL105647,126887,86538,362,Tier 1,High,Good,6,Call,Refused,Call,0
SFL105648,228565,108322,199,Tier 3,Medium,Average,16,Call,Promised,Field,0
SFL105649,33864,14669,544,Tier 3,Low,Average,11,Legal,No Response,Field,0
SFL105650,1053585,326879,18,Tier 2,Low,Average,2,Call,No Response,Field,0
SFL105651,35713,27133,15,Tier 3,High,Poor,5,Call,Promised,Call,12053
SFL105652,246262,143646,93,Tier 3,High,Poor,6,Legal,Refused,Call,0
SFL105653,66706,43895,202,Tier 2,Low,Good,2,Call,Promised,Field,24662
SFL105654,165306,63754,22,Tier 2,Low,Poor,6,Call,No Response,Call,0
SFL105655,251793,156913,657,Tier 3,Medium,Poor,4,Call,No Response,Legal,0
SFL105656,126947,112192,129,Tier 1,High,Poor,5,Call,Refused,Call,0
SFL105657,86800,67430,103,Tier 3,Medium,Poor,14,Legal,Refused,Legal,0
SFL105658,1095304,523604,76,Tier 3,Low,Average,12,Call,Paid,Field,184267
SFL105659,559042,485140,223,Tier 3,High,Average,10,Call,Refused,Field,251556
SFL105660,36721,34781,246,Tier 2,Low,Poor,5,Field,Refused,Field,0
SFL105661,229140,104313,191,Tier 2,High,Poor,20,Call,No Response,Call,0
SFL105662,294934,259601,643,Tier 3,Low,Average,4,Call,Promised,Field,57467
SFL105663,48305,19010,321,Tier 3,High,Average,18,Call,Paid,Field,0
SFL105664,90362,73850,44,Tier 3,Low,Good,9,Field,Paid,Field,38297
SFL105665,14352,11202,143,Tier 3,High,Good,7,Call,No Response,Call,3317
SFL105666,50531,27860,548,Tier 1,Low,Good,1,Field,Paid,Call,0
SFL105667,207429,127047,183,Tier 2,Low,Poor,4,Call,Promised,Field,0
SFL105668,1164058,407497,551,Tier 1,High,Poor,5,Legal,Promised,Legal,0
SFL105669,1124026,877605,680,Tier 1,Medium,Poor,5,Call,Refused,Legal,0
SFL105670,1045661,461922,644,Tier 1,Medium,Poor,1,Field,Refused,Call,0
SFL105671,47490,44487,290,Tier 2,High,Average,6,Call,Promised,Call,0
SFL105672,775223,245437,84,Tier 2,High,Poor,9,Field,No Response,Call,0
SFL105673,48544,17401,806,Tier 2,Low,Good,2,Field,No Response,Legal,4273
SFL105674,865572,572732,171,Tier 3,Low,Average,13,Call,No Response,Call,0
SFL105675,958748,373741,73,Tier 2,Medium,Average,4,Call,Promised,Field,333568
SFL105676,115580,40855,385,Tier 3,Low,Good,9,Field,Paid,Field,0
SFL105677,1193493,382040,70,Tier 2,Medium,Good,3,Call,Paid,Call,309482
SFL105678,116694,112951,41,Tier 2,Medium,Poor,4,Call,No Response,Field,0
SFL105679,38888,11792,278,Tier 1,Low,Average,3,Field,Paid,Field,10376
SFL105680,326478,170227,229,Tier 1,Low,Average,20,Call,No Response,Call,0
SFL105681,652099,565493,7,Tier 3,High,Poor,6,Legal,Refused,Call,0
SFL105682,221148,104482,857,Tier 1,Low,Poor,1,Legal,No Response,Call,0
SFL105683,21035,13335,7,Tier 2,Low,Poor,9,Call,No Response,Legal,0
SFL105684,162271,152111,88,Tier 3,Low,Good,11,Call,Promised,Field,0
SFL105685,56024,52769,306,Tier 2,High,Poor,3,Field,Refused,Call,0
SFL105686,17561,12768,673,Tier 3,Low,Average,17,Call,Paid,Field,0
SFL105687,275923,146853,669,Tier 3,Medium,Poor,6,Call,No Response,Legal,0
SFL105688,295022,259208,815,Tier 2,Low,Average,1,Call,Paid,Field,0
SFL105689,66592,47788,540,Tier 3,Medium,Poor,6,Field,No Response,Call,24124
SFL105690,491325,386788,744,Tier 2,Medium,Average,10,Field,No Response,Legal,0
SFL105691,50271,29776,713,Tier 2,Low,Poor,14,Call,Refused,Call,0
SFL105692,66629,61271,22,Tier 3,High,Poor,16,Legal,Promised,Call,0
SFL105693,1013964,596873,266,Tier 1,Low,Poor,5,Field,No Response,Field,0
SFL105694,765275,278539,138,Tier 2,Low,Poor,8,Field,No Response,Field,0
SFL105695,25607,11175,253,Tier 1,Medium,Poor,6,Call,No Response,Legal,0
SFL105696,47293,31539,326,Tier 3,Low,Average,8,Field,No Response,Legal,0
SFL105697,41602,22692,750,Tier 1,Low,Average,5,Legal,Refused,Legal,0
SFL105698,740770,265677,118,Tier 1,Low,Good,4,Field,Promised,Field,0
SFL105699,15949,11094,80,Tier 3,Medium,Poor,2,Call,Promised,Call,0
SFL105700,1131728,386950,329,Tier 2,Medium,Average,2,Call,Promised,Field,97471
SFL105701,101693,37471,288,Tier 3,Medium,Poor,2,Call,No Response,Call,0
SFL105702,40090,16592,342,Tier 3,High,Good,9,Call,Paid,Call,0
SFL105703,133536,61960,170,Tier 3,Medium,Good,8,Field,Promised,Field,47338
SFL105704,31070,13590,168,Tier 2,Medium,Poor,7,Call,Paid,Call,0
SFL105705,54787,28187,110,Tier 2,Low,Good,5,Call,Paid,Field,16073
SFL105706,893260,632879,317,Tier 3,Low,Poor,5,Call,No Response,Call,0
SFL105707,122752,93314,548,Tier 2,High,Poor,7,Legal,Promised,Call,0
SFL105708,266031,160713,48,Tier 2,High,Poor,10,Legal,Paid,Legal,0
SFL105709,20844,15088,127,Tier 3,Medium,Poor,7,Call,No Response,Call,0
SFL105710,10551,9858,191,Tier 2,Medium,Average,3,Call,Refused,Call,0
SFL105711,342342,153125,166,Tier 3,Low,Average,19,Call,Promised,Field,0
SFL105712,265967,143043,174,Tier 2,Low,Average,7,Field,Promised,Call,80939
SFL105713,19352,6898,286,Tier 1,Low,Poor,14,Field,Refused,Call,0
SFL105714,19756,9085,265,Tier 2,Medium,Average,13,Call,Paid,Field,7703
SFL105715,13612,4254,18,Tier 3,Medium,Poor,3,Call,Refused,Field,699
SFL105716,259582,183383,279,Tier 2,Low,Good,5,Call,No Response,Legal,64258
SFL105717,486760,234802,482,Tier 1,Low,Poor,4,Call,Refused,Legal,0
SFL105718,295314,273872,121,Tier 2,Medium,Poor,5,Call,No Response,Field,119611
SFL105719,47533,15287,278,Tier 2,Low,Average,18,Call,Promised,Call,0
SFL105720,894299,396123,154,Tier 2,Medium,Average,7,Call,Promised,Call,139890
SFL105721,543260,428902,157,Tier 2,Medium,Poor,17,Call,Promised,Call,0
SFL105722,137512,101140,93,Tier 2,Medium,Average,5,Call,Refused,Field,0
SFL105723,41014,13317,331,Tier 2,Medium,Average,18,Field,Promised,Field,0
SFL105724,148049,129583,239,Tier 3,Medium,Average,13,Field,No Response,Field,0
SFL105725,66374,26899,806,Tier 3,Medium,Average,5,Call,No Response,Call,0
SFL105726,167674,93306,127,Tier 2,Low,Poor,6,Call,Refused,Call,0
SFL105727,588773,439687,310,Tier 1,Medium,Average,8,Call,No Response,Legal,0
SFL105728,321181,235937,72,Tier 2,Medium,Poor,8,Call,No Response,Call,0
SFL105729,544610,344682,197,Tier 3,Medium,Good,3,Field,Paid,Field,191112
SFL105730,12833,5985,59,Tier 2,High,Average,10,Field,Promised,Field,4862
SFL105731,37660,13204,29,Tier 2,High,Average,4,Call,Promised,Field,6791
SFL105732,580308,556841,152,Tier 2,Medium,Poor,9,Call,Refused,Call,0
SFL105733,78356,41009,858,Tier 3,Medium,Average,14,Field,Promised,Field,0
SFL105734,53861,22304,39,Tier 3,High,Poor,3,Field,No Response,Call,0
SFL105735,200079,124636,68,Tier 1,Low,Average,7,Field,Paid,Call,50419
SFL105736,174138,61817,64,Tier 2,Low,Good,5,Field,Refused,Field,8128
SFL105737,486016,156868,341,Tier 2,Low,Poor,8,Field,Promised,Call,0
SFL105738,37423,29663,8,Tier 1,Medium,Average,14,Field,Promised,Call,0
SFL105739,11511,6985,199,Tier 2,Low,Poor,14,Field,No Response,Call,0
SFL105740,299757,139257,461,Tier 2,Low,Poor,20,Call,No Response,Legal,0
SFL105741,14413,4429,122,Tier 2,Low,Poor,6,Call,Refused,Legal,0
SFL105742,40239,36371,186,Tier 3,Low,Average,8,Field,Promised,Field,0
SFL105743,899030,567245,290,Tier 3,High,Average,5,Field,Promised,Field,0
SFL105744,24209,17376,105,Tier 2,Medium,Average,5,Call,No Response,Call,0
SFL105745,794874,698097,176,Tier 2,Medium,Average,15,Legal,Promised,Field,0
SFL105746,713490,469817,339,Tier 2,Medium,Poor,8,Call,No Response,Call,0
SFL105747,39946,25936,108,Tier 2,Medium,Poor,5,Field,Refused,Call,0
SFL105748,906403,671056,217,Tier 1,Low,Poor,5,Field,Paid,Call,0
SFL105749,1055222,774582,516,Tier 2,High,Poor,1,Call,No Response,Legal,0
SFL105750,142110,43848,114,Tier 1,High,Average,5,Field,Promised,Field,18463
SFL105751,427970,392645,79,Tier 3,Low,Average,10,Call,No Response,Field,0
SFL105752,1189551,876334,92,Tier 3,Medium,Average,5,Call,No Response,Legal,0
SFL105753,610927,282064,458,Tier 1,Low,Poor,6,Call,Refused,Field,0
SFL105754,67899,38823,107,Tier 1,Medium,Average,5,Field,No Response,Field,0
SFL105755,171772,76711,22,Tier 1,Low,Good,7,Field,Refused,Call,0
